proj,files,totalLines,commentLines,blankLines,lineOfCodes,class,property,method,functions,operator,size(bytes),size
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RTryCatch.vb,47,0,9,38,1,0,3,1,0,2053,2.05 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RTypeOf.vb,46,0,9,37,1,0,2,1,0,1715,1.72 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RUnary.vb,72,0,13,59,1,0,4,1,0,2852,2.85 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Expression\RVector.vb,48,0,11,37,1,0,3,1,0,1750,1.75 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\FileSystem\PatternMatch.vb,33,7,6,20,1,0,1,2,0,1138,1.14 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\FileSystem\Rbuildignore.vb,69,22,11,36,2,0,1,3,0,2377,2.38 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\FileSystem\RegularMatch.vb,29,6,6,17,1,0,1,3,0,920,920 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\NuGet\WriteNuGetZip.vb,420,8,74,338,1,1,10,5,0,17101,17.10 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Serialization\BlockReader.vb,134,6,28,100,1,3,1,7,0,6709,6.71 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Serialization\ExpressionTypes.vb,85,15,16,54,1,0,0,0,0,1679,1.68 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Package\PackageFile\Serialization\Writer.vb,261,31,41,189,1,24,3,5,0,11456,11.46 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Polyglot\Platform.vb,116,45,18,53,1,0,2,5,0,4991,4.99 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Polyglot\RScript.vb,69,5,10,54,1,0,0,2,0,2843,2.84 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\System\Polyglot\ScriptLoader.vb,16,0,5,11,1,0,0,0,0,573,573 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\argumentSequencetest.vb,24,1,6,17,1,0,2,0,0,673,673 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\bufferTest.vb,91,64,27,0,0,0,0,0,0,2737,2.74 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\configTest.vb,20,0,6,14,1,0,2,0,0,417,417 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\convertTest.vb,88,0,15,73,1,0,3,0,0,2769,2.77 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\createException.vb,16,0,4,12,1,0,1,0,0,420,420 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\debuggerTest.vb,13,0,4,9,1,0,1,0,0,285,285 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\defaultValueTest.vb,44,0,13,31,2,1,3,0,0,1222,1.22 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\docTest.vb,22,2,5,15,1,0,2,0,0,541,541 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\interoptest.vb,95,7,22,66,3,1,4,2,0,2900,2.90 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\interpreterTest.vb,1308,21,369,918,5,0,89,0,0,29420,29.42 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\listObjectArgumentTest.vb,42,0,9,33,1,0,1,2,0,1485,1.49 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\makeObjecttest.vb,39,0,8,31,2,3,3,0,0,1161,1.16 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\nugetTest.vb,6,0,2,4,1,0,1,0,0,61,61 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\operatorTest.vb,25,0,8,17,1,0,1,0,0,594,594 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\scriptTest.vb,27,0,7,20,1,0,3,0,0,664,664 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\test_vector_constructor.vb,14,0,2,12,1,0,1,0,0,496,496 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\tokenlicerTest.vb,195,4,60,131,1,0,18,0,0,4827,4.83 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1172,1.17 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2769,2.77 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,R#\Test\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2983,2.98 KB
D:\GCModeller\src\R-sharp\R#\Rsharp-netcore5.vbproj,<project>,62969,12764,8975,41230,496,772,737,1750,12,2.54583E+06,2.55 MB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\argumentSequencetest.vb,24,1,6,17,1,0,2,0,0,673,673 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\bufferTest.vb,91,64,27,0,0,0,0,0,0,2737,2.74 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\configTest.vb,20,0,6,14,1,0,2,0,0,417,417 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\convertTest.vb,88,0,15,73,1,0,3,0,0,2769,2.77 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\createException.vb,16,0,4,12,1,0,1,0,0,420,420 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\debuggerTest.vb,13,0,4,9,1,0,1,0,0,285,285 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\defaultValueTest.vb,44,0,13,31,2,1,3,0,0,1222,1.22 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\docTest.vb,22,2,5,15,1,0,2,0,0,541,541 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\interoptest.vb,95,7,22,66,3,1,4,2,0,2900,2.90 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\interpreterTest.vb,1308,21,369,918,5,0,89,0,0,29420,29.42 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\listObjectArgumentTest.vb,42,0,9,33,1,0,1,2,0,1485,1.49 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\makeObjecttest.vb,39,0,8,31,2,3,3,0,0,1161,1.16 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\nugetTest.vb,6,0,2,4,1,0,1,0,0,61,61 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\operatorTest.vb,25,0,8,17,1,0,1,0,0,594,594 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\scriptTest.vb,27,0,7,20,1,0,3,0,0,664,664 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\test_vector_constructor.vb,14,0,2,12,1,0,1,0,0,496,496 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\tokenlicerTest.vb,195,4,60,131,1,0,18,0,0,4827,4.83 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1172,1.17 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2769,2.77 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,Test\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2983,2.98 KB
D:\GCModeller\src\R-sharp\R#\Test\test.NET5.vbproj,<project>,2254,155,594,1505,27,9,136,4,0,58030,58.03 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\Program.vb,193,24,30,139,1,0,1,4,0,7349,7.35 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\CLI\CLI.vb,153,4,22,127,1,0,0,4,0,6125,6.12 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\CLI\IPC.vb,284,23,37,224,1,0,0,3,0,12130,12.13 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\CLI\Lambda.vb,142,11,23,108,1,0,0,3,0,5812,5.81 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\CLI\Parallel.vb,85,9,14,62,1,0,0,1,0,3360,3.36 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,451,451 B
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,Rscript\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2810,2.81 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript-windows-host.vbproj,<project>,932,103,135,694,6,2,1,15,0,38037,38.04 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\Program.vb,193,24,30,139,1,0,1,4,0,7349,7.35 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\CLI\CLI.vb,153,4,22,127,1,0,0,4,0,6125,6.12 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\CLI\IPC.vb,284,23,37,224,1,0,0,3,0,12130,12.13 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\CLI\Lambda.vb,142,11,23,108,1,0,0,3,0,5812,5.81 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\CLI\Parallel.vb,85,9,14,62,1,0,0,1,0,3360,3.36 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,451,451 B
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,Rscript\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2810,2.81 KB
D:\GCModeller\src\R-sharp\Rscript\Rscript.NET5.vbproj,<project>,932,103,135,694,6,2,1,15,0,38037,38.04 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Lambda.vb,30,14,3,13,1,0,0,2,0,952,952 B
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Parallel.vb,385,88,50,247,1,0,0,8,0,15096,15.10 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\ContextAnalysis.vb,15,3,5,7,1,0,0,2,0,485,485 B
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\RunParallel.vb,305,37,38,230,1,10,2,5,0,12087,12.09 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\Serialization.vb,129,28,18,83,1,0,1,4,0,4760,4.76 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\RPC\BootstrapSocket.vb,268,68,43,157,1,2,6,5,0,9490,9.49 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\RPC\MasterContext.vb,249,51,40,158,1,2,6,8,0,9432,9.43 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\RPC\Protocols.vb,71,6,16,49,3,4,6,1,0,2031,2.03 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Context\RPC\RemoteEnvironment.vb,164,33,25,106,1,0,1,4,0,6150,6.15 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1181,1.18 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2768,2.77 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3008,3.01 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Protocol\HostProtocol.vb,26,4,5,17,1,0,0,3,0,997,997 B
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\Protocol\workerList.vb,7,0,2,5,1,3,0,0,0,150,150 B
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\test\Program.vb,127,4,27,96,2,1,3,3,2,4415,4.42 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\test\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\test\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1047,1.05 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\test\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2766,2.77 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,snowFall\test\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2996,3.00 KB
D:\GCModeller\src\R-sharp\snowFall\snowFall-netcore5.vbproj,<project>,2144,448,326,1370,21,30,27,45,2,80679,80.68 KB
D:\GCModeller\src\R-sharp\snowFall\test\test-netcore5.vbproj,test\Program.vb,127,4,27,96,2,1,3,3,2,4415,4.42 KB
D:\GCModeller\src\R-sharp\snowFall\test\test-netcore5.vbproj,test\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\snowFall\test\test-netcore5.vbproj,test\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1047,1.05 KB
D:\GCModeller\src\R-sharp\snowFall\test\test-netcore5.vbproj,test\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2766,2.77 KB
D:\GCModeller\src\R-sharp\snowFall\test\test-netcore5.vbproj,test\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2996,3.00 KB
D:\GCModeller\src\R-sharp\snowFall\test\test-netcore5.vbproj,<project>,311,60,54,197,5,5,4,3,2,11658,11.66 KB
D:\GCModeller\src\R-sharp\studio\MyRpkg\MyRpkg.vbproj,MyRpkg\Rpkg.vb,17,0,4,13,1,0,2,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\MyRpkg\MyRpkg.vbproj,MyRpkg\zzz.vb,7,2,1,4,1,0,1,0,0,167,167 B
D:\GCModeller\src\R-sharp\studio\MyRpkg\MyRpkg.vbproj,<project>,24,2,5,17,2,0,3,0,0,601,601 B
D:\GCModeller\src\R-sharp\studio\R-terminal\R-cmd.NET5.vbproj,R-terminal\Program.vb,280,38,41,201,1,0,0,7,0,11319,11.32 KB
D:\GCModeller\src\R-sharp\studio\R-terminal\R-cmd.NET5.vbproj,R-terminal\Terminal.vb,248,60,38,150,3,0,6,1,0,8345,8.35 KB
D:\GCModeller\src\R-sharp\studio\R-terminal\R-cmd.NET5.vbproj,R-terminal\CLI\CLI.vb,147,2,24,121,1,0,0,6,0,5676,5.68 KB
D:\GCModeller\src\R-sharp\studio\R-terminal\R-cmd.NET5.vbproj,R-terminal\CLI\Utils.vb,269,5,42,222,1,0,0,8,0,10554,10.55 KB
D:\GCModeller\src\R-sharp\studio\R-terminal\R-cmd.NET5.vbproj,R-terminal\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2770,2.77 KB
D:\GCModeller\src\R-sharp\studio\R-terminal\R-cmd.NET5.vbproj,<project>,1007,128,153,726,7,2,6,22,0,38664,38.66 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Parser.vb,161,28,23,110,1,0,0,7,0,5256,5.26 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\ParserXDR.vb,41,8,8,25,1,0,1,3,0,1198,1.20 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Reader.vb,384,67,55,262,3,0,1,10,0,13987,13.99 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Writer.vb,159,8,28,123,1,0,12,1,0,5649,5.65 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Convertor\Constructor.vb,111,6,18,87,1,0,0,4,0,3940,3.94 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Convertor\ConvertToR.vb,278,34,44,200,1,0,0,10,0,10361,10.36 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Convertor\Deserializer.vb,14,0,5,9,1,0,0,1,0,297,297 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Convertor\RObjectSignature.vb,64,0,16,48,1,0,0,3,0,2001,2.00 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Convertor\RStreamReader.vb,74,5,11,58,1,0,0,6,0,2946,2.95 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Encoder\ByteEncoder.vb,73,5,15,53,1,0,5,1,0,2237,2.24 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Enums\CharFlags.vb,21,9,2,10,1,0,0,0,0,503,503 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Enums\FileTypes.vb,32,18,3,11,1,0,0,0,0,849,849 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Enums\ObjectBitMask.vb,11,3,1,7,1,0,0,0,0,263,263 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Enums\RdataFormats.vb,24,12,3,9,1,0,0,0,0,539,539 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Enums\RObjectType.vb,134,96,4,34,1,0,0,0,0,3363,3.36 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\EnvironmentValue.vb,16,3,4,9,1,0,0,0,0,354,354 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\RData.vb,28,9,5,14,1,0,0,1,0,897,897 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\RExtraInfo.vb,16,5,3,8,1,1,0,1,0,406,406 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\RObjectInfo.vb,78,3,13,62,1,7,0,2,0,2581,2.58 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\RVersions.vb,17,3,4,10,1,0,0,1,0,421,421 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\LinkedList\ListNodeType.vb,19,10,1,8,1,0,0,0,0,519,519 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\LinkedList\RList.vb,105,19,12,74,1,6,0,2,0,3534,3.53 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\Models\LinkedList\RObject.vb,55,3,6,46,1,7,0,1,0,1901,1.90 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\My Project\Resources.Designer.vb,63,23,8,32,1,2,0,0,0,2814,2.81 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\test\Module1.vb,240,9,132,99,1,0,7,0,0,4399,4.40 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\test\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\test\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1047,1.05 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\test\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2766,2.77 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,RData\test\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2994,2.99 KB
D:\GCModeller\src\R-sharp\studio\RData\RData.NET5.vbproj,<project>,2402,442,451,1509,30,27,27,54,0,78456,78.46 KB
D:\GCModeller\src\R-sharp\studio\RData\test\test5.vbproj,test\Module1.vb,240,9,132,99,1,0,7,0,0,4399,4.40 KB
D:\GCModeller\src\R-sharp\studio\RData\test\test5.vbproj,test\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\RData\test\test5.vbproj,test\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1047,1.05 KB
D:\GCModeller\src\R-sharp\studio\RData\test\test5.vbproj,test\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2766,2.77 KB
D:\GCModeller\src\R-sharp\studio\RData\test\test5.vbproj,test\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,2994,2.99 KB
D:\GCModeller\src\R-sharp\studio\RData\test\test5.vbproj,<project>,424,65,159,200,4,4,8,0,0,11640,11.64 KB
D:\GCModeller\src\R-sharp\studio\Rserve\Rserve.NET5.vbproj,Rserve\Program.vb,92,7,13,72,1,0,0,4,0,3673,3.67 KB
D:\GCModeller\src\R-sharp\studio\Rserve\Rserve.NET5.vbproj,Rserve\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\Rserve\Rserve.NET5.vbproj,Rserve\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1262,1.26 KB
D:\GCModeller\src\R-sharp\studio\Rserve\Rserve.NET5.vbproj,Rserve\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2762,2.76 KB
D:\GCModeller\src\R-sharp\studio\Rserve\Rserve.NET5.vbproj,Rserve\My Project\Settings.Designer.vb,75,9,13,53,2,2,1,0,0,2989,2.99 KB
D:\GCModeller\src\R-sharp\studio\Rserve\Rserve.NET5.vbproj,<project>,277,63,41,173,4,4,1,4,0,11120,11.12 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\RInvoke.vb,14,3,3,8,1,4,0,0,0,446,446 B
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\Rscript.vb,254,94,21,139,1,0,1,1,0,11432,11.43 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\Rserver.vb,148,54,16,78,1,0,1,1,0,5535,5.54 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\My Project\Application.Designer.vb,12,9,1,2,0,0,0,0,0,434,434 B
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\My Project\AssemblyInfo.vb,36,15,6,15,0,0,0,0,0,1177,1.18 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\My Project\Resources.Designer.vb,62,23,8,31,1,2,0,0,0,2767,2.77 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\My Project\Settings.Designer.vb,74,9,12,53,2,2,1,0,0,3004,3.00 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\RSession\RSession.vb,64,1,15,48,1,0,4,1,0,2237,2.24 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\RSession\RSessionBackend.vb,124,4,27,93,1,0,3,2,0,4441,4.44 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\Rweb\RCallbackMessage.vb,106,0,16,90,1,0,2,0,0,4297,4.30 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\Rweb\RProcessor.vb,229,27,35,167,3,0,6,4,0,8382,8.38 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,Rserver\Rweb\Rweb.vb,122,11,19,92,1,3,4,3,0,4451,4.45 KB
D:\GCModeller\src\R-sharp\studio\Rserver\Rserver.NET5.vbproj,<project>,1245,250,179,816,13,11,22,12,0,48603,48.60 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\PythonCodeDOM.vb,32,0,8,24,1,3,2,2,0,953,953 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\BlockTags\AcceptorTag.vb,13,0,4,9,1,1,0,1,0,449,449 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\BlockTags\ClosureTag.vb,19,0,5,14,1,1,0,1,0,625,625 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\BlockTags\ForTag.vb,29,0,6,23,1,3,0,1,0,1271,1.27 KB
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\BlockTags\FunctionTag.vb,19,0,5,14,1,3,0,2,0,718,718 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\BlockTags\IfTag.vb,25,0,8,17,2,3,0,2,0,854,854 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,IronCodeDom\BlockTags\UsingTag.vb,18,0,5,13,1,3,0,1,0,650,650 B
D:\GCModeller\src\R-sharp\studio\Rsharp_IL\IronCodeDom\IronCodeDom.vbproj,<project>,155,0,41,114,8,17,2,10,0,5520,5.52 KB
